Jose Alvarado,alvarjo01
John Amaechi,amaecjo01,1995-96,Cleveland Cavaliers,NBA,200000.0
John Amaechi,amaecjo01,1999-00,Orlando Magic,NBA,385000.0
John Amaechi,amaecjo01,2000-01,Orlando Magic,NBA,600000.0
John Amaechi,amaecjo01,2001-02,Utah Jazz,NBA,2175000.0
John Amaechi,amaecjo01,2002-03,Utah Jazz,NBA,2392500.0
John Amaechi,amaecjo01,2003-04,New York Knicks,NBA,2610000.0
John Amaechi,amaecjo01,2004-05,New York Knicks,NBA,1200000.0
Ashraf Amaya,amayaas01,1995-96,Vancouver Grizzlies,NBA,225000.0
Ashraf Amaya,amayaas01,1996-97,Washington Bullets,NBA,247500.0
Al-Farouq Aminu,aminual01,2010-11,Los Angeles Clippers,NBA,2563320.0
Al-Farouq Aminu,aminual01,2011-12,New Orleans Hornets,NBA,2755560.0
Al-Farouq Aminu,aminual01,2012-13,New Orleans Hornets,NBA,2947800.0
Al-Farouq Aminu,aminual01,2013-14,New Orleans Pelicans,NBA,3700000.0
Al-Farouq Aminu,aminual01,2014-15,Dallas Mavericks,NBA,981084.0
Al-Farouq Aminu,aminual01,2015-16,Portland Trail Blazers,NBA,7500000.0
Al-Farouq Aminu,aminual01,2016-17,Portland Trail Blazers,NBA,7680965.0
Al-Farouq Aminu,aminual01,2017-18,Portland Trail Blazers,NBA,7319035.0
Al-Farouq Aminu,aminual01,2018-19,Portland Trail Blazers,NBA,6957105.0
Al-Farouq Aminu,aminual01,2019-20,Orlando Magic,NBA,9258000.0
Al-Farouq Aminu,aminual01,2020-21,Chicago Bulls,NBA,9720900.0
Al-Farouq Aminu,aminual01,2021-22,San Antonio Spurs,NBA,10183800.0
Al-Farouq Aminu,aminual01,2021-22,Boston Celtics,NBA,151821.0
Lou Amundson,amundlo01,2006-07,Philadelphia 76ers,NBA,105696.0
Lou Amundson,amundlo01,2006-07,Sacramento Kings,NBA,75000.0
Lou Amundson,amundlo01,2006-07,Utah Jazz,NBA,35232.0
Lou Amundson,amundlo01,2007-08,Philadelphia 76ers,NBA,687456.0
Lou Amundson,amundlo01,2008-09,Phoenix Suns,NBA,797581.0
Lou Amundson,amundlo01,2009-10,Phoenix Suns,NBA,855189.0
Lou Amundson,amundlo01,2010-11,Golden State Warriors,NBA,2225000.0
Lou Amundson,amundlo01,2011-12,Indiana Pacers,NBA,2403000.0
Lou Amundson,amundlo01,2012-13,Minnesota Timberwolves,NBA,1069509.0
Lou Amundson,amundlo01,2014-15,New York Knicks,NBA,409167.0
Lou Amundson,amundlo01,2015-16,New York Knicks,NBA,1650000.0
Lou Amundson,amundlo01,2016-17,New York Knicks,NBA,1551659.0
Bob Anderegg,anderbo01
Chris Andersen,anderch01,2001-02,Denver Nuggets,NBA,288171.0
Chris Andersen,anderch01,2002-03,Denver Nuggets,NBA,512435.0
Chris Andersen,anderch01,2003-04,Denver Nuggets,NBA,638679.0
Chris Andersen,anderch01,2004-05,New Orleans Hornets,NBA,1600000.0
Chris Andersen,anderch01,2005-06,New Orleans/Oklahoma City Hornets,NBA,3500000.0
Chris Andersen,anderch01,2008-09,Denver Nuggets,NBA,998398.0
